Name,Scopus_ID,Journal,Link,Date,Citations,Keywords,Impact Factor,Journal Homepage,Open Access,Access Type
ABDORREZA MOHAMMADI NAFCHI,57205295763,Malaysian Journal of Chemistry,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105014426272&origin=inward,2025-08-25,0,extraction ; Microcrystalline cellulose (MCCs) ; Oil palm empty fruit bunches (OPEFB),N/A,N/A,Yes,"All Open Access, Bronze"
ABDORREZA MOHAMMADI NAFCHI,57205295763,Food Science and Nutrition,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105013185276&origin=inward,2025-08-01,20,chicken meat ; gas chromatography ; immersion coating ; lipid oxidation ; microbial spoilage ; plant bioactive compounds ; Syzygium aromaticum,N/A,N/A,Yes,"All Open Access, Hybrid Gold, Green"
ABDORREZA MOHAMMADI NAFCHI,57205295763,Food Science and Nutrition,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105006636334&origin=inward,2025-06-01,35,acrylamide ; edible coating ; oil uptake ; oxidative stability ; potato strips ; tarragon ; Zataria multiflora Boiss,N/A,N/A,Yes,"All Open Access, Hybrid Gold, Green"
ABDORREZA MOHAMMADI NAFCHI,57205295763,Journal of Food Measurement and Characterization,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105003402284&origin=inward,2025-05-01,9,Emulsification ; Essential oil encapsulation ; Food preservation ; Functional food ; Milk fortification,N/A,N/A,No,
ABDORREZA MOHAMMADI NAFCHI,57205295763,Journal of Food Measurement and Characterization,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85218684413&origin=inward,2025-04-01,23,Microalgae ; Natural antioxidant ; Pseudomonas aeruginosa ; Shelf life ; Sodium metabisulfite ; Spirulina,N/A,N/A,No,
ABDORREZA MOHAMMADI NAFCHI,57205295763,Applied Food Biotechnology,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105026613557&origin=inward,2025-01-01,1,Essential Oil ; Nanoemulsion ; Natural Preservative ; Rosa damascene ; Steam distillation,N/A,N/A,No,
ABDORREZA MOHAMMADI NAFCHI,57205295763,Food Chemistry X,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85201642970&origin=inward,2024-10-30,15,Antioxidant activity ; Frozen burger preservation ; Microbial load reduction ; Oxidation stability ; Plant extract nanoemulsions ; Shelf-life extension,N/A,N/A,Yes,"All Open Access, Gold, Green"
ABDORREZA MOHAMMADI NAFCHI,57205295763,Journal of Food Measurement and Characterization,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85195209908&origin=inward,2024-07-01,21,Antimicrobial ; Edible coating ; Food packaging ; Plastic ; Protein-based coatings,N/A,N/A,No,
ANA MASARA AHMAD MOKHTAR,57223183376,Archives of Biochemistry and Biophysics,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105039706624&origin=inward,2026-08-01,0,Cancer ; Cdc42 ; In silico ; Primary immunodeficiency ; Small G-protein,N/A,N/A,No,
ANA MASARA AHMAD MOKHTAR,57223183376,Medical Oncology,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105037096094&origin=inward,2026-06-01,1,"Anthracycline ; PAK ; Small RhoGTPases, Breast cancer ; Taxane",N/A,N/A,No,
ANA MASARA AHMAD MOKHTAR,57223183376,International Journal of Environmental Science and Technology,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105024353999&origin=inward,2026-02-01,2,Cancer ; Environment ; Mutagenicity ; Toxic waste ; Toxicity,N/A,N/A,Yes,"All Open Access, Hybrid Gold"
ANA MASARA AHMAD MOKHTAR,57223183376,Cell Biochemistry and Function,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105027634422&origin=inward,2026-01-01,2,bibliometric analysis ; Cancer Oncology ; Rho GTPases ; VOSviewer,N/A,N/A,No,
ANA MASARA AHMAD MOKHTAR,57223183376,Journal of Food Measurement and Characterization,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105019562991&origin=inward,2026-01-01,2,Cocoa rind ; Natural deep eutectic solvents ; Optimization ; Phenolic compound ; Theobroma cocoa l ; Ultrasonic-assisted extraction,N/A,N/A,No,
ANA MASARA AHMAD MOKHTAR,57223183376,Scientific Reports,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105017931371&origin=inward,2025-12-01,3,N/A,N/A,N/A,Yes,"All Open Access, Gold, Green"
ANA MASARA AHMAD MOKHTAR,57223183376,Bioessays,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105015363280&origin=inward,2025-11-01,1,activation ; biomarker ; biosensors ; expression ; prognosis ; Rho GTPases ; signaling,N/A,N/A,No,
ANA MASARA AHMAD MOKHTAR,57223183376,Drug Delivery and Translational Research,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=86000662261&origin=inward,2025-10-01,0,Antimicrobial innovation ; Dental caries ; Enterocin CC2 ; Microemulsion formulation ; Streptococcus mutans,N/A,N/A,No,
ANA MASARA AHMAD MOKHTAR,57223183376,Journal of Food Measurement and Characterization,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85208129546&origin=inward,2024-12-01,2,Bioactive ingredient ; Free radical ; Microcapsule ; Nutraceutical ; Oil palm leaf,N/A,N/A,No,
ANA MASARA AHMAD MOKHTAR,57223183376,Asia Pacific Journal of Science and Technology,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85212756024&origin=inward,2024-11-11,0,Agriculture ; Antibiotics ; Antimicrobial resistance (AMR) ; Antimicrobial stewardship program (ASP) ; Aquaculture ; Healthcare professionals ; Non-governmental organisation (NGO) ; Public awareness,N/A,N/A,No,
ANA MASARA AHMAD MOKHTAR,57223183376,Cellular Signalling,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85192449287&origin=inward,2024-08-01,4,APRIL ; BAFF ; Bibliometric analysis ; Immunological disorders ; Receptors,N/A,N/A,No,
ANA MASARA AHMAD MOKHTAR,57223183376,Journal of the Taiwan Institute of Chemical Engineers,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85186262884&origin=inward,2024-07-01,2,Bacteriocin-like inhibitory substance ; Inhibitory activity ; Ionic liquid-based aqueous two-phase system ; Oral pathogen ; Purification,N/A,N/A,No,
ANA MASARA AHMAD MOKHTAR,57223183376,Tropical Biomedicine,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85201618118&origin=inward,2024-06-01,1,Computational biology ; N-feruloyltyramine ; Nsp1 ; Piper sarmentosum Roxb ; SARS-CoV-2,N/A,N/A,Yes,"All Open Access, Bronze"
ANA MASARA AHMAD MOKHTAR,57223183376,Heliyon,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85189473077&origin=inward,2024-04-15,22,Immunomodulation ; Immunostimulation ; Immunosuppression ; Phytochemicals ; Traditional plants,N/A,N/A,Yes,"All Open Access, Gold, Green"
ANA MASARA AHMAD MOKHTAR,57223183376,Pertanika Journal of Science and Technology,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85194171266&origin=inward,2024-04-01,0,Antimicrobial resistance (AMR) ; cytotoxicity ; dewatered sludge ; inflammation ; microbial fuel cell (MFC),N/A,N/A,Yes,"All Open Access, Hybrid Gold"
ANA MASARA AHMAD MOKHTAR,57223183376,Heliyon,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85186617769&origin=inward,2024-03-15,9,Antimicrobial agents ; E. alte ; GC-MS ; HPLC ; MRSA,N/A,N/A,Yes,"All Open Access, Gold, Green"
ANA MASARA AHMAD MOKHTAR,57223183376,Open Life Sciences,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85183921977&origin=inward,2024-01-01,5,energy ; membrane ; microbial fuel cells ; treatment ; wastewater,N/A,N/A,Yes,"All Open Access, Gold, Green"
ARNIZA GHAZALI,7007075138,Materials Letters,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105012218621&origin=inward,2025-12-15,0,Biomass ; Circularity ; Crop resilience ; Nano-rhizosphere ; Pyrogenic minerals ; Silica ; XHR FESEM,N/A,N/A,Yes,"All Open Access, Hybrid Gold"
ARNIZA GHAZALI,7007075138,International Journal of Agricultural Resources Governance and Ecology,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105026078974&origin=inward,2025-01-01,0,bioeconomy ; circular bioeconomy ; circular economy ; education systems ; HEIs ; higher education institutions ; innovative education models ; national needs-to-skill alignment ; reskilling ; sustainability ; talent development ; upskilling,N/A,N/A,Yes,"All Open Access, Hybrid Gold"
ARNIZA GHAZALI,7007075138,ACS Symposium Series,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85209715915&origin=inward,2024-10-01,0,N/A,N/A,N/A,No,
ARNIZA GHAZALI,7007075138,Handbook of Biorefinery Research and Technology Production of Biofuels and Biochemicals,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105001912755&origin=inward,2024-08-31,2,Briquette ; Energy ; Forest biomass ; Fuel ; Fuel-blending ; Logging residues ; Pellet,N/A,N/A,Yes,"All Open Access, Gold"
ARNIZA GHAZALI,7007075138,Global Journal Al Thaqafah,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85200546572&origin=inward,2024-07-01,2,Academic Misconduct ; Circularity ; Nation Building ; Plagiarism ; Talent,N/A,N/A,No,
ARNIZA GHAZALI,7007075138,Heliyon,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85192761943&origin=inward,2024-05-30,3,Alkaline peroxide ; Biomass ; Circularity ; Delamination ; Dioxydanyl radical ; EFB ; Nano-functional,N/A,N/A,Yes,"All Open Access, Gold, Green"
AZFARALARIFF AHMAD,57203963187,Biofuels Bioproducts and Biorefining,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105001814461&origin=inward,2025-11-01,6,aerogel ; agriculture waste ; bioadsorbent ; cellulose ; durian,N/A,N/A,Yes,"All Open Access, Bronze"
AZFARALARIFF AHMAD,57203963187,International Journal of Biological Macromolecules,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=86000739339&origin=inward,2025-05-01,10,Biopolymers ; Commercialization ; Edible films ; Manufacturing conditions ; Optimization strategies ; Scale-up,N/A,N/A,No,"All Open Access, Green"
AZFARALARIFF AHMAD,57203963187,Malaysian Applied Biology,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85208412767&origin=inward,2024-10-27,0,ATM protein ; DNA damage ; human health ; MRN Complex ; RAD50 gene,N/A,N/A,Yes,"All Open Access, Gold, Green"
AZFARALARIFF AHMAD,57203963187,Malaysian Applied Biology,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85208441996&origin=inward,2024-10-27,0,Danio rerio ; DNA repair ; Human ; in-silico ; RAD50,N/A,N/A,Yes,"All Open Access, Gold"
AZFARALARIFF AHMAD,57203963187,Fibers and Polymers,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85197558620&origin=inward,2024-08-01,16,Applications ; Biocomposites ; Natural fibers ; Reinforcement ; Thermoplastic elastomer,N/A,N/A,No,
AZFARALARIFF AHMAD,57203963187,Express Polymer Letters,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85193681598&origin=inward,2024-07-01,4,3D X-ray imaging ; bioaerogel ; cellulose nanofibers ; seaweed ; supercritical CO2,N/A,N/A,Yes,"All Open Access, Gold, Green"
AZFARALARIFF AHMAD,57203963187,Polymer Composites,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85186436704&origin=inward,2024-05-10,2,biopolymer ; extracted residue ; macroalgae ; microparticle ; Patchouli,N/A,N/A,Yes,"All Open Access, Bronze"
AZFARALARIFF AHMAD,57203963187,Bioresource Technology Reports,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85179000568&origin=inward,2024-02-01,22,Bast fiber nonwoven ; Biopolymer ; Chemical modification ; Spent coffee grounds ; Sustainable packaging,N/A,N/A,No,
AZFARALARIFF AHMAD,57203963187,Polymer Engineering and Science,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85178411940&origin=inward,2024-02-01,8,bioaerogel ; cellulose nanofiber ; eco-friendly ; freeze–thaw ; palm oil empty fruit bunch ; water resistant,N/A,N/A,No,
AZFARALARIFF AHMAD,57203963187,International Journal of Biological Macromolecules,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85180535889&origin=inward,2024-02-01,13,Adsorption ; Aerogel ; Environmental application ; Health care ; Methylene blue ; Nanocellulose ; Spent coffee,N/A,N/A,No,
AZFARALARIFF AHMAD,57203963187,International Journal of Food Science and Technology,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85176114316&origin=inward,2024-01-01,4,Characterisation ; extraction ; gel strength ; gelatine ; hard capsule ; molecular weight ; tilapia,N/A,N/A,Yes,"All Open Access, Bronze"
AZHAR MAT EASA,55400960500,Sains Malaysiana,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105035891032&origin=inward,2026-03-01,0,Rheology ; salt substitutes ; sensory evaluation ; sodium reduction ; sweet Thai chili sauce,N/A,N/A,Yes,"All Open Access, Gold"
AZHAR MAT EASA,55400960500,Journal of Food Science and Technology,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85211901741&origin=inward,2025-11-01,0,Food Neophobia Scale ; Insect Phobia Scale ; Malaysian ; Migratory locust ; Willingness to Consume,N/A,N/A,No,"All Open Access, Green"
AZHAR MAT EASA,55400960500,International Journal of Food Science and Technology,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105025902019&origin=inward,2025-07-01,0,fermentation ; flour ; noodles ; sensoryu evaluation ; texture,N/A,N/A,Yes,"All Open Access, Gold"
AZHAR MAT EASA,55400960500,Food Science and Nutrition,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105005201706&origin=inward,2025-04-01,0,fermented rice noodles ; quality attributes ; Saccharomyces cerevisiae ; starch ; yeast fermentation,N/A,N/A,Yes,"All Open Access, Hybrid Gold, Green"
AZHAR MAT EASA,55400960500,Food Quality and Safety,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105014967803&origin=inward,2025-01-01,2,moisture ; Pineapple jam ; syneresis ; texture ; water activity,N/A,N/A,Yes,"All Open Access, Gold"
AZHAR MAT EASA,55400960500,Journal of Supercritical Fluids,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85206884892&origin=inward,2025-01-01,2,Kinetic study ; Oil palm fruits ; Response surface methodology ; ScCO2 extraction ; Thermodynamic modelling ; Virgin palm oil,N/A,N/A,No,
AZHAR MAT EASA,55400960500,Food Science and Biotechnology,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85197929850&origin=inward,2025-01-01,9,Complexation ; Fermentation ; Lentil proteins ; Water kefir grains ; Whey proteins,N/A,N/A,Yes,"All Open Access, Hybrid Gold, Green"
AZHAR MAT EASA,55400960500,International Food Research Journal,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85199753904&origin=inward,2024-06-01,1,canned dodol ; curdlan ; physical ; sensory properties ; textural,N/A,N/A,Yes,"All Open Access, Bronze"
AZHAR MAT EASA,55400960500,Food Research,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85190259865&origin=inward,2024-02-01,1,Flavonoids ; Optimisation ; Ultrasound-assisted extraction ; Zhenghe white tea,N/A,N/A,Yes,"All Open Access, Gold"
AZNIWATI ABD AZIZ,36665790400,Polymer Bulletin,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105035322701&origin=inward,2026-06-01,0,Amphiphobic surfaces ; Bio-based polymers ; Cellulose surface modification ; Chitosan-based emulsions ; Polymer coatings ; Wax–polymer interactions,N/A,N/A,No,
AZNIWATI ABD AZIZ,36665790400,Express Polymer Letters,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105011301612&origin=inward,2025-09-01,4,bio-binder ; biocomposite ; biopolymer ; recycling ; sustainable materials,N/A,N/A,Yes,"All Open Access, Gold, Green"
AZNIWATI ABD AZIZ,36665790400,Iranian Polymer Journal English Edition,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105004036770&origin=inward,2025-06-01,1,Corrosion ; Density functional theory ; Epoxy ; Microcrystalline cellulose ; Primer coating,N/A,N/A,No,
AZNIWATI ABD AZIZ,36665790400,Malaysian Journal of Chemistry,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105014410836&origin=inward,2025-01-01,0,carbon black ; Conductive ink ; epoxy ; graphite ; polyethylene terephthalate,N/A,N/A,Yes,"All Open Access, Bronze"
AZNIWATI ABD AZIZ,36665790400,Malaysian Journal of Chemistry,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105008299507&origin=inward,2025-01-01,0,adhesion ; polyester ; primer coating ; Self-healing ; thermoplastic polyurethane,N/A,N/A,Yes,"All Open Access, Bronze"
AZNIWATI ABD AZIZ,36665790400,Materials Today Sustainability,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85200138832&origin=inward,2024-09-01,1,Autoclave fibre cement composite ; Oil pam empty fruit bunch pulp ; Radiata pine pulp,N/A,N/A,No,
AZNIWATI ABD AZIZ,36665790400,Polymer Engineering and Science,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85191755592&origin=inward,2024-07-01,4,biocomposites ; biological treatment ; blended bioplastic ; spent coffee ground,N/A,N/A,Yes,"All Open Access, Bronze"
AZNIWATI ABD AZIZ,36665790400,International Journal of Biological Macromolecules,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85189662329&origin=inward,2024-05-01,20,Biocomposites ; Biological treatment ; Spent coffee ground,N/A,N/A,No,
CHARLES NG,57216745776,Journal of Soil Science and Plant Nutrition,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105039464117&origin=inward,2026-06-01,0,Alginate composite ; Bacillus subtilis ; Controlled-release fertilizer ; Microbial biopolymer coating ; Nutrient release modelling ; Soil nutrient retention,N/A,N/A,No,
CHARLES NG,57216745776,Biological Agriculture and Horticulture,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105016716985&origin=inward,2026-01-01,0,Bacillus subtilis ; Bio-coated fertiliser ; goat manure ; Saccharum officinarum L ; Zea mays L,N/A,N/A,No,"All Open Access, Green"
CHARLES NG,57216745776,Tropical Animal Health and Production,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105027162583&origin=inward,2026-01-01,0,Broiler chickens ; Feed conversion ratio ; Fermented foods ; Meat quality ; Probiotics,N/A,N/A,No,
CHARLES NG,57216745776,International Journal of River Basin Management,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105009511106&origin=inward,2025-01-01,0,drinking water ; pathogenic bacteria ; rates of attachment ; rates of detachment ; Riverbank filtration (RBF),N/A,N/A,No,
CHARLES NG,57216745776,Microbiology and Biotechnology Letters,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85214969709&origin=inward,2024-12-28,2,Ammonia reduction ; ANOVA ; Bacillus subtilis ; central composite design (CCD) ; liquid phase ; response surface methodology (RSM),N/A,N/A,Yes,"All Open Access, Bronze"
CHARLES NG,57216745776,Environmental Science and Pollution Research,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85200410220&origin=inward,2024-08-01,6,Batch and continuous modes ; Heavy metal removal ; Leachate treatment ; Membrane bioreactor ; Phycoremediation agent ; Scenedesmussp,N/A,N/A,No,
CHE KU ABDULLAH CHE KU ALAM,36477042900,Biomass and Bioenergy,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105027037573&origin=inward,2026-06-01,3,Barrier performance ; Biopolymer nanocomposites ; Circular bioeconomy ; Kappaphycus alvarezii ; Seaweed biomass ; Silica nanoparticle ; Sustainable packaging,N/A,N/A,No,
CHE KU ABDULLAH CHE KU ALAM,36477042900,Bioresource Technology Reports,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105029719710&origin=inward,2026-06-01,0,Biodegradable nanocomposites ; Interfacial interactions ; Raman spectroscopy ; Rice husk-derived silica nanoparticles ; Seaweed biopolymer ; Sustainable materials,N/A,N/A,No,
CHE KU ABDULLAH CHE KU ALAM,36477042900,Journal of Environmental Chemical Engineering,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105025029481&origin=inward,2026-02-01,4,Barrier properties ; Bio-nanocomposites ; Rice husk silica nanoparticles ; Seaweed films ; Sustainable packaging,N/A,N/A,No,
CHE KU ABDULLAH CHE KU ALAM,36477042900,Polymer Engineering and Science,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105021268279&origin=inward,2026-01-01,1,biodegradable packaging ; biofiller ; PHBV biocomposites ; spent coffee grounds ; sustainable materials ; waste valorization,N/A,N/A,No,
CHE KU ABDULLAH CHE KU ALAM,36477042900,International Journal of Biological Macromolecules,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105018932111&origin=inward,2025-11-01,1,3D printing ; Additive manufacturing ; Nanocomposites ; Polymer composites ; Reinforcement,N/A,N/A,No,
CHE KU ABDULLAH CHE KU ALAM,36477042900,Biofuels Bioproducts and Biorefining,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105001814461&origin=inward,2025-11-01,6,aerogel ; agriculture waste ; bioadsorbent ; cellulose ; durian,N/A,N/A,Yes,"All Open Access, Bronze"
CHE KU ABDULLAH CHE KU ALAM,36477042900,International Journal of Biological Macromolecules,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105015151035&origin=inward,2025-10-01,5,Biofilm ; Cellulose nanofiber ; Hydrophobicity ; Semi-refined carrageenan ; Triethoxymethylsilane,N/A,N/A,No,
